Data_Hora,IdTweet,Candidato,Tweet_limpo,Sentimento_Final
2022-07-31 21:08:02+00:00,1553849993810919425,Simone,ee vc vai votar na simone tebet e não tem um banco ou não é dono da  ou do  precisamos conversar sobre o conceito de “público alvo”.,Neutro
2022-07-31 21:07:13+00:00,1553849790005387269,Simone,  mal caratismo da simone tebet e do psdb em divulgar isto. serão destroçados nacional e regionalmente.,Neutro
2022-07-31 21:06:34+00:00,1553849626855456775,Simone,pesquisas trazem bomba para simone tebet e ciro gomes - veja  ,Neutro
2022-07-31 21:04:08+00:00,1553849012771487744,Simone,"eu nunca quis nada que não fosse o melhor p mim. como vou querer o menor pior pro meu país?é  presidente! não é perfeita, mas perto do se põe à nossa frente, c ctz, é a melhor.ainda há tempo! ",Neutro
2022-07-31 21:01:46+00:00,1553848416194756609,Simone," kkke a própria  "" quem diz que se o governador roubou tem que ser investigado!"" para essa aí 48mi roubados na pandemia não é nada! ",Neutro
2022-07-31 21:01:00+00:00,1553848226096287744,Simone,simone tebet fazendo campanha na chromatica ball pra conseguir voto dos gays ,Neutro
2022-07-31 21:00:41+00:00,1553848143061520384,Simone," kkkkkkkk pois é, fui ver um pouco da simone tebet no pânico e descobri da existência desse cara aí. não faço ideia de onde tiraram, mas já tá chegando com moral na jp",Negativo
2022-07-31 20:58:38+00:00,1553847628214968320,Simone,"eduardo leite sacramentou o acordo de seu psdb com o mdb e fortaleceu ainda mais sua busca pela reeleição, inédita em terras gaúchas.com isso, o acordo entre mdb e psdb no plano nacional deve ser acelerado para compor a chapa de simone tebet.",Negativo
2022-07-31 20:58:26+00:00,1553847578894209027,Simone,simone tebet não para de crescer ,Neutro
2022-07-31 20:54:32+00:00,1553846599075483654,Simone,     eu apertaria 12.,Neutro
2022-07-31 20:54:28+00:00,1553846580603752448,Simone,"o brasil está a espera de um plano de desenvolvimento para a nossa economia, que a cada ano que passa fica menor, as nossas indústrias estão desaparecendo, e o nosso avanço tecnológico estagnou-se, quem sabe simone tebet nos traga uma luz neste túnel escuro que atravessamos.mj  ",Neutro
2022-07-31 20:51:24+00:00,1553845809397043202,Simone,  q decepção senadora 🥹😪! cadê seu apoio ao nosso presidente? e no 2º turno a sra apoiará bolsonaro ou luladrão?,Negativo
2022-07-31 20:51:11+00:00,1553845752442544131,Simone,   faz parte da fraude e dos corruptos que jogam contra o brasil,Neutro
2022-07-31 20:48:49+00:00,1553845158579503104,Simone, maior e o repúdio de eleitores de bolsonaro a simone tebet.,Neutro
2022-07-31 20:46:49+00:00,1553844656986791939,Simone, kkkkkkkkkkkkkkkkklkkkkkkkkkkkessa     é patética  demais!! pt nunca mais  🇧🇷,Neutro
2022-07-31 20:44:36+00:00,1553844099287064576,Simone,     ,Neutro
2022-07-31 20:41:36+00:00,1553843341195984896,Simone,"a candidata à presidência simone tebet (mdb) disse, neste domingo (31), que vai anunciar o nome do vice de sua chapa na terça-feira (2). o analista de política da cnn iuri pitta comenta o possível nome que fará parte da chapa   ",Neutro
2022-07-31 20:41:15+00:00,1553843255338491906,Simone,     vale morrer?,Neutro
2022-07-31 20:40:55+00:00,1553843171280429061,Simone,"a dilma foi pessoalmente se defender contra o golpe e ficou oito horas respondendo perguntas de senadores golpistas como o aécio neves e a simone tebet. já bolsonaro quer cargo vitalício com foro privilegiado para não ser preso. quem não deve não teme, né.",Positivo
2022-07-31 20:40:50+00:00,1553843147586867200,Simone,   vamos. alckmin lá garcia cá.,Neutro
2022-07-31 20:40:43+00:00,1553843118516101126,Simone,     sai fora zumbí   ,Neutro
2022-07-31 20:40:14+00:00,1553842998261211137,Simone," sempre achei a candidatura do   fake. valorizaram o passe pra negociar a desistência,políticos mercenários, vivem de negociatas. chega de caciques politicos, podemos mudar o cn, vamos tirar essas raposas velhas que vivem do caos.",Negativo
2022-07-31 20:40:13+00:00,1553842995983704067,Simone,   ,Neutro
2022-07-31 20:38:59+00:00,1553842682698539013,Simone,😌queria ter a pele da simone tebet.🤔,Neutro
2022-07-31 20:36:24+00:00,1553842032568844293,Simone,"bora que agora e  ou  , e deixa a música falar o resto. ",Neutro
2022-07-31 20:36:04+00:00,1553841951975374853,Simone, elevou o nível do ditado: bagre ensaboado para bagre ensaboado com vaselina... ,Neutro
2022-07-31 20:33:05+00:00,1553841200846831622,Simone,     ciro gomes!,Neutro
2022-07-31 20:32:52+00:00,1553841144353722369,Simone,"   blumenau sc, está com você 🤜🤛",Neutro
2022-07-31 20:31:06+00:00,1553840698184564738,Simone," simone tebet desiste agora de ser candidata à presidência da república, o seu 1% nas faz diferença para o presidente bolsonaro ganhar no primeiro turno2️⃣2️⃣",Negativo
2022-07-31 20:26:02+00:00,1553839425477558273,Simone, vamos votar em  então,Neutro
2022-07-31 20:25:01+00:00,1553839168324870146,Simone, simone tebet kkk,Neutro
2022-07-31 20:21:59+00:00,1553838407696240642,Simone," leia com atenção para não confundir as coisas. já um movimento nas redes que fez o cards chamado movimento terceira via- m3v eleitores de zema em mg, que votam em simone tebet para presidente. entendeu agora ? ",Neutro
2022-07-31 20:18:20+00:00,1553837488422141952,Simone,especialista em combate à inflação na equipe de simone tebet ,Neutro
2022-07-31 20:17:34+00:00,1553837292158074880,Simone,"   distribuir terras indígenas, para os grileiros do agro...",Neutro
2022-07-31 20:16:25+00:00,1553837005083230214,Simone," infelizmente lula, por favor eleitores pesquisem simone tebet e ciro.",Positivo
2022-07-31 20:14:17+00:00,1553836467738365952,Simone,  q que ir centro democrático que nada ; aquela parte do centrão que vota em lula .,Neutro
2022-07-31 20:13:01+00:00,1553836148883079169,Simone,"se nada mudar até lá, soraya será a segunda mulher senadora pelo mato grosso do sul a tentar a presidência na mesma eleição. simone tebet (mdb) também está no páreo. na avaliação do mdb, soraya atrapalha o discurso de tebet de ser a única mulher na disputa por um partido forte. ",Negativo
2022-07-31 20:12:26+00:00,1553836001189154816,Simone, é um perdida!!! ,Neutro
2022-07-31 20:10:35+00:00,1553835538687352836,Simone, patética! ,Neutro
2022-07-31 20:08:26+00:00,1553834993771855872,Simone," o olhar feminino, o espírito de doação e sentimento do outro era o “ plus” que faltava acrescentar ao (em)cargo de presidente da república.  veio para preencher essa lacuna.  ",Neutro
2022-07-31 20:08:25+00:00,1553834990806368256,Simone,a simone tebet é noveleira pantaneira!! rsrs  ,Neutro
2022-07-31 20:06:43+00:00,1553834564258340865,Simone,     kkkk… deixe de ser ridículo!!!!,Neutro
2022-07-31 20:02:29+00:00,1553833498506575872,Simone,  preparem- se para o repeteco ,Neutro
2022-07-31 19:59:19+00:00,1553832700305342465,Simone,    bolsolóide....,Neutro
2022-07-31 19:58:30+00:00,1553832496332161032,Simone," o seu 1% não faz nem cosquinha no bolsonaro.  59,1%lula 31,9%ciro 9,0%58 mil votos através do site em 5700 cidades do brasil.",Negativo
2022-07-31 19:58:02+00:00,1553832377390190592,Simone,esta é para simone tebet mdb,Neutro
2022-07-31 19:56:20+00:00,1553831952427503618,Simone,só vou rir 😂😂😂😂😂😂😂😂😂😭😭😭😭😭😭😭😭😭 simone tebet diz que seu 1% de eleitores é o que segura lula de não vencer no primeiro turno; veja vídeo ☛ ,Negativo
2022-07-31 19:55:23+00:00,1553831710327980033,Simone,"simone tebet mais uma péssima política … misericórdia!!! enrolou , enrolou e só falou m …  ",Neutro
2022-07-31 19:53:48+00:00,1553831311936192512,Simone,"   vou nesse barco, vez que, é o meu palpite também. ",Neutro
2022-07-31 19:53:34+00:00,1553831256126898178,Simone," força  mais um passo rumo ao segundo turno! parabéns, rgs! a força do brasil decente vai se consolidando para dar a vitória aos defensores intransigentes da democracia. ",Neutro
2022-07-31 19:52:20+00:00,1553830944544538624,Simone,"  voce vai fichar surda e muda como fez   quando    viu seus parceiros  maltrataren a  dra yamaguchi ? voce faz parte da trup do pt ,        usa",Neutro
2022-07-31 19:52:06+00:00,1553830884301852674,Simone,  o áudio vazado entre do  marido da simone tebet .. já define bem ela!. ,Neutro
2022-07-31 19:51:56+00:00,1553830841809256451,Simone,no país das oportunidades ainda nos chamam de oportunistas enquanto (convenções do psb capixaba) trabalhamos e buscamos a unidade do espírito santo       ,Negativo
2022-07-31 19:51:33+00:00,1553830748435759104,Simone, simone tebet realmente me lembra a dilma…,Neutro
2022-07-31 19:50:38+00:00,1553830514968219650,Simone, simone tebet,Neutro
2022-07-31 19:47:07+00:00,1553829632016777223,Simone,     com estas opções e nulo,Neutro
2022-07-31 19:46:19+00:00,1553829430031704065,Simone,      olha as ideia dele kkkk,Neutro
2022-07-31 19:46:12+00:00,1553829401170690048,Simone,simone tebet diz que seu 1% de eleitores é o que segura lula de não vencer no primeiro turno; veja vídeo ☛ ,Negativo
2022-07-31 19:44:30+00:00,1553828972550660101,Simone,é porque a simone tebet é burra ,Neutro
2022-07-31 19:42:34+00:00,1553828484237115395,Simone,"  investigar o tal consórcio do nordeste só interessava s bolsonaro, que queria conturbar o andamento da cpi.  , como outros membros, fizeram muito bem em não pisar nessa casca de banana.",Neutro
2022-07-31 19:42:18+00:00,1553828418424389633,Simone,  essa  tem muita consideração por nossa inteligência....kkkkkk....é profissional; acha que todos somos otarios,Neutro
2022-07-31 19:39:53+00:00,1553827811856621570,Simone,simone tebet diz que seu 1% de eleitores é o que segura lula de não vencer no primeiro turno; veja vídeo - clique para ver também ☛   via ,Negativo
2022-07-31 19:37:56+00:00,1553827320141578242,Simone," se não tivesse a foto, pensaria que essa simone era a cantora. ninguém chama a candidata do pmdb simplesmente simone, ou é tebet ou simone tebet. apenas simone é novidade. ou já seria parte do marketing eleitoral?",Neutro
2022-07-31 19:37:28+00:00,1553827202164203522,Simone,  e a simone tebet foi ao mercado de toalha! ,Neutro
2022-07-31 19:36:27+00:00,1553826945812598784,Simone,   em tudo kkkkk,Neutro
2022-07-31 19:36:24+00:00,1553826935628877824,Simone,        biticóio?,Neutro
2022-07-31 19:34:32+00:00,1553826464428179456,Simone, e a simone tebet tá como. ,Neutro
2022-07-31 19:32:58+00:00,1553826070952042497,Simone,  ,Neutro
2022-07-31 19:32:07+00:00,1553825856979607552,Simone,"     aí, querem lacrar a simone tebet por haver trocado zema por zuma...a gafe é muito menor. ôôô ",Neutro
2022-07-31 19:31:13+00:00,1553825630243913739,Simone,simone tebet diz que seu 1% de eleitores é o que segura lula de não vencer no primeiro turno; veja vídeo ☛ ,Negativo
2022-07-31 19:29:31+00:00,1553825203133845504,Simone,     não está escondido.só cabem 4 em cada enquete.aguarde q vc poderá votar diretamente nele. ✍🏾😉🕊️🇧🇷,Neutro
2022-07-31 19:26:35+00:00,1553824463459844103,Simone,   presidente e vice?se for terão o meu voto,Neutro
2022-07-31 19:24:21+00:00,1553823900827635716,Simone,duas mulheres competentes e corajosas preparadas para mudar o futuro do brasil e de pernambuco. simone tebet -presidente raquel lyra governadora. ,Neutro
2022-07-31 19:23:41+00:00,1553823734179500032,Simone," sim, simone tebet será presidente. ",Neutro
2022-07-31 19:22:52+00:00,1553823530374004744,Simone,     1 5 5 4 ,Neutro
2022-07-31 19:20:13+00:00,1553822863446233090,Simone,simone tebet e aliados no rio grande do sul. candidato a governador  eduardo leite do psdb seu vice gabriel do  mdb   ,Negativo
2022-07-31 19:18:36+00:00,1553822453750792194,Simone,     ciro gomes! nao adianta esconder ele! ,Neutro
2022-07-31 19:18:25+00:00,1553822410054541312,Simone,  por isso q n adianta pras mulheres votar em mulher de direita. a sinhá tá lá pra defender o dela e os dela. e só.,Positivo
2022-07-31 19:13:43+00:00,1553821226812018689,Simone, união com   ,Neutro
2022-07-31 19:12:47+00:00,1553820991268294661,Simone,"     nenhum desses, só voto no melhor, mais preparado e experiente.  ",Negativo
2022-07-31 19:11:17+00:00,1553820611767590918,Simone,  essa daí não chega a dois dígitos de porcentagem nas pesquisas. perde p margem d erro.,Neutro
2022-07-31 19:09:25+00:00,1553820145386233856,Simone,simone tebet diz que seu 1% de eleitores é o que segura lula de não vencer no primeiro turno; veja vídeo ,Negativo
2022-07-31 19:08:41+00:00,1553819958815387648,Simone,  convenção estadual do   partido do governador capixaba se aliou ao pt de lula e o vice do psdb cachoeirense  vai com a   ,Neutro
2022-07-31 19:07:22+00:00,1553819627720941569,Simone, nossa…acharam eleitores da simone tebet!!!!!!!,Neutro
2022-07-31 19:06:08+00:00,1553819319011778564,Simone,"   isso mesmo, mas tem q votar em simone tebet pra presidente, senão n adianta. n dá pra votar em moro no paraná e dps no bolsonaro pra presidente. prestem atenção, é voto casado mora e tebet, rosangela e tebet!",Negativo
2022-07-31 19:05:11+00:00,1553819078791499778,Simone,simone tebet diz que seu 1% de eleitores é o que segura lula de não vencer no primeiro turno; veja vídeo ,Negativo
2022-07-31 19:04:53+00:00,1553819001293266945,Simone," cara, quem é mesmo  ? com a resposta o sr. alfredo bessow.por isso somos todos  ",Neutro
2022-07-31 19:04:00+00:00,1553818782598156288,Simone,   ,Neutro
2022-07-31 19:03:19+00:00,1553818608630960128,Simone, ,Neutro
2022-07-31 19:02:00+00:00,1553818275259289600,Simone,"       vamos de simone tebet, amigão! abs!",Neutro
2022-07-31 18:58:47+00:00,1553817467323031553,Simone,é oficial!!! ana amélia lemos também apoiará simone tebet para presidente em 2022!!! ,Neutro
2022-07-31 18:57:53+00:00,1553817240272867328,Simone," ainda bem que só o moro foi engolido pelo ""sistema"". doria, simone tebet, janones, guilherme boulos estão firmes e fortes!",Neutro
2022-07-31 18:56:36+00:00,1553816920129953793,Simone,"já vou adiantar aqui a sugestão, se lula e bolsonaro faltarem aos debates, que as emissoras usem esse tempo para um debate entre ciro gomes e simone tebet ou dê esse tempo de entrevista aos dois, em tv aberta e horário nobre.",Neutro
2022-07-31 18:54:37+00:00,1553816420269654016,Simone,"numa realidade paralela em 2026:""elena landau, ministra de simone tebet, não tem nada de liberal e destruiu a imagem do liberalismo"", diz economista liberal.🤣 ",Neutro
2022-07-31 18:52:57+00:00,1553815998310096900,Simone,"chega de homens q só se aproveitam e dividem a família brasileira, causando até fome a muitos.somente uma mulher, mãe, para unir, trazer paz e felicidade?simone tebet na presidência?￼ ",Neutro
2022-07-31 18:52:46+00:00,1553815953498152962,Simone,pesquisas trazem bomba para simone tebet e ciro gomes  ,Neutro
2022-07-31 18:52:17+00:00,1553815831158693888,Simone,pesquisas trazem bomba para simone tebet e ciro gomes  ,Neutro
2022-07-31 18:51:49+00:00,1553815715446226944,Simone,"curioso ver que tem apoiadores do lula com mais raiva de simone tebet do que de bolsonaro e apoiadores de bolsonaro com mais raiva de simone tebet que de lula.quando a ideia é esmagar uma eventual terceira via, os pretensos adversários estão em plena sintonia.",Neutro
2022-07-31 18:47:09+00:00,1553814542018396160,Simone,   e ,Neutro
2022-07-31 18:45:14+00:00,1553814056263376901,Simone,quantos são os eleitores de simone tebet!? uns 50 🤣🤣🤣🤣🤣🤣 tá de palhaçada né ,Neutro
2022-07-31 18:42:19+00:00,1553813323040395264,Simone,"   falsa, mentirosa e hipócrita. depois de sua participação inútil na cpi do circo, em q vc deixou duas mulheres íntegras serem desrespeitadas por aqueles canalhas. deu pra ver bem como é seu caráter.",Neutro
2022-07-31 18:39:25+00:00,1553812594959466496,Simone,"  o primeiro turno será simone tebet, o ciro ou o davila do novo!",Neutro
2022-07-31 18:37:48+00:00,1553812188439126019,Simone,o foguete? simone tebet então ,Neutro
2022-07-31 18:35:36+00:00,1553811634946293762,Simone,     ciro gomes ✊🏼🌹,Neutro
2022-07-31 18:35:26+00:00,1553811592034271232,Simone, simone tebet,Neutro
2022-07-31 18:35:07+00:00,1553811510190809089,Simone,simone tebet vindo fazer o papel da marina silva nessas eleições ,Neutro
2022-07-31 18:33:55+00:00,1553811211267055616,Simone,"   perfeito, isso mesmo! vamos com simone tebet. e dá-lhe athletico!!",Neutro
2022-07-31 18:33:32+00:00,1553811112935702528,Simone,"excelente definição. simone tebet é o refúgio de todos nós. sem ela, seremos reféns do medo e do ódio. sem simone, seremos vítimas da violéncia gêmea de bolsonaro e lula. vamos dar as mãos e ir com ela#simonepresidente  ",Neutro
2022-07-31 18:32:42+00:00,1553810904965435393,Simone," pronto, os 1% eleitores q pertence a simone tebet tem repudio a bolsonaro, ja os 40% de bolsonaro tem repudio a simone tebet.",Neutro
2022-07-31 18:31:37+00:00,1553810631060594694,Simone,"   é bom ele se candidatar para se enterrado de vez, essa múmia!",Neutro
2022-07-31 18:31:20+00:00,1553810558650040320,Simone,"se você não quer os 2  populistas, acredita em alternância de poder e deseja um projeto de país, ao invés de personalismos, é hora de atuar pra levarmos  ao 2o turno. para isto precisamos  votos pra ela todo dia!    ",Neutro
2022-07-31 18:29:04+00:00,1553809989764087809,Simone,   ✌️🌟✨👏👏👏,Neutro
2022-07-31 18:27:04+00:00,1553809486187577347,Simone, continue candidata a presidente( jkkkkk).   menos uma voz energumena no senado ano q vem,Negativo
2022-07-31 18:25:57+00:00,1553809206310051840,Simone, eleitores de simone tebet 000%,Neutro
2022-07-31 18:25:42+00:00,1553809141575172096,Simone," e a simone tebet tem eleitor? se tiver, não assusta que quem vota em mdb apoie luladrao. mesmo lixo",Neutro
2022-07-31 18:24:17+00:00,1553808785562550276,Simone,a simone tebet foi comer pastel com caldo de cana e a micheque revelou que o bolsonaro gosta de a praça é nossa. impressionante a simplicidade dos políticos em época de eleição! ,Neutro
2022-07-31 18:23:16+00:00,1553808528770568192,Simone, vai reclamar da china.  foco da covid.  é melhor nao falar muito.  só fala merda,Neutro
2022-07-31 18:21:27+00:00,1553808074288336897,Simone,"  no rs, é voto dobradinha! é leite e simone tebet pra presidente. coerência, pessoal! pra derrotar onyx, tem q derrotar o senhor dele, bolsonaro. vamos juntos!  ",Negativo
2022-07-31 18:20:35+00:00,1553807852493578242,Simone,     nulo,Neutro
2022-07-31 18:20:13+00:00,1553807762966155265,Simone,     ciro,Neutro
2022-07-31 18:20:10+00:00,1553807750651691010,Simone,     ,Neutro
2022-07-31 18:19:59+00:00,1553807701502722048,Simone,"  vamos de rodrigo garcia e simone tebet! voto dobradinha garcia e tebet! se é pra derrotar tarcísio, tem q derrotar bolsonaro tbm. vamos com força e união!",Neutro
2022-07-31 18:18:36+00:00,1553807355665649669,Simone," excelente! os bolsonaristas do mdb foram derrotados. osmar terra, vai catar coquinho! eduardo leite e simone tebet, voto casado no rs! vamos juntos!",Negativo
2022-07-31 18:13:24+00:00,1553806047579709443,Simone,   ruralista,Neutro
2022-07-31 18:12:56+00:00,1553805927375147009,Simone,"gnt, tô aqui no sudoeste e percebi q todas as mulheres de meia idade são iguais a simone tebet. são 5 simone tebet por metro quadrado, isso pq eu nem dei uma espiadinha no terraço shopping ",Negativo
2022-07-31 18:11:38+00:00,1553805600156532737,Simone," e  , facilitem, não coloquem a democracia em risco.. ",Neutro
2022-07-31 18:08:27+00:00,1553804800550125568,Simone, simone tebet. branco ou nulo somente se no segundo turno tiver que optar entre o seis e o meia - dúzia.,Negativo
2022-07-31 18:08:21+00:00,1553804774474145796,Simone, quem causou maior prejuízo aos cofres públicos foi o ladrão q vc tá apoiando....só mostra que é pior ou igual a ele...🤢🤢🤢🤢,Neutro
2022-07-31 18:05:45+00:00,1553804122700251137,Simone,simone tebet comete gafe em evento de campanha e redes não perdoam (veja o vídeo) ,Neutro
2022-07-31 18:04:47+00:00,1553803879049232384,Simone,"  vendo a lista quase vomitei, é muita gente que não presta. renan calheiros, omar aziz, randolfe rodrigues, humberto costa, jaques  wagner, mª do rosário, eliziane gama, simone tebet, leila barros, gleisi hoffman, paula pimenta,  marcelo ramos, zeca dirceu, alcolumbre, etc. pqp.",Neutro
2022-07-31 18:03:27+00:00,1553803544293261312,Simone,lula ou bolsonaro?simone tebet😁😁,Neutro
2022-07-31 18:01:09+00:00,1553802963386216449,Simone,"por aclamação: pessoas próximas a michel temer garantem que o ex-presidente está doido para ser “conclamado” a se transformar numa “opção de consenso” no mdb, cuja candidata simone tebet afunda a cada dia.   ",Negativo
2022-07-31 18:00:00+00:00,1553802675095052289,Simone,lugar de mulher é onde ela quiser! uma honra contar com o apoio do   e  vamos juntos reconstruir o brasil!  ,Neutro
2022-07-31 17:58:13+00:00,1553802224249217024,Simone," professor, vem de simone tebet! ela é o refúgio da paz, da democracia e da civilidade. eu vou com ela! vamos juntos!   ",Neutro
2022-07-31 17:58:12+00:00,1553802223251083269,Simone,mdb tenta salvar eleição trocando simone tebet por michel temer  via ,Neutro
2022-07-31 17:56:26+00:00,1553801777845358593,Simone,  mulher assisti vc no  seu discurso é do  !! então continuo com ele,Negativo
2022-07-31 17:54:03+00:00,1553801176956690432,Simone,"  o brasil encolheu, tá do tamanho do ms - ruralista - agrotóxico - assassino de indígenas e negros.já que cada um fala o que quer  sabe nada sobre o país - vai estudar tiazona",Neutro
2022-07-31 17:53:11+00:00,1553800959092035585,Simone,simone tebet no espelho: ,Negativo
2022-07-31 17:52:20+00:00,1553800746595917824,Simone,     ,Neutro
2022-07-31 17:52:15+00:00,1553800722831007744,Simone,"com urnas confiáveis, políticos do nível de rodrigo maia, conta rato, mollon, freixo, simone tebet, orlando silva, randolfe, maria do capeta, tabatati amoral, kajuru 🙏🏻🙏🏻 e muitos outros, seriam eleitos ? é apenas uma pergunta.",Negativo
2022-07-31 17:50:28+00:00,1553800276942938112,Simone,mdb tenta salvar eleição trocando simone tebet por michel temer  via ,Neutro
2022-07-31 17:50:12+00:00,1553800209695735808,Simone,"   o choro é livre, by piaçava da globo lixo 🤣🤣🤣🤣👉👉 ",Neutro
2022-07-31 17:49:56+00:00,1553800139613310976,Simone," poxa... era só dizer que o mdb com simone tebet une o mdb ao cidadania que tá junto nessa luta... e como o palanque deverá ser dela... quem sabe uma composição nacional. mdb com maldaner ao senado, suplência do psdb /cidadania... bem conversadinho cabe todo mundo 💜",Neutro
2022-07-31 17:49:50+00:00,1553800116997349376,Simone,"   vamos votar em peso em jair bolsonaro, e mostrar que igual a 2018 as pesquisas estavam erradas kkk porque pesquisas compradas por organizações criminosas como pt e pcc que são quase a mesma coisa, nós não aceitamos kkkbolsonaro 2022 👉👉",Neutro
2022-07-31 17:49:44+00:00,1553800090346823680,Simone,     ciro gomes presidente ✅ ,Neutro
2022-07-31 17:49:11+00:00,1553799951603351557,Simone,     cadê o ciro babaca?ciro gomes presidente ✅,Neutro
2022-07-31 17:49:08+00:00,1553799938693382154,Simone,"   o choro é livre, by piaçava da globo lixo 😁🤣🤣🤣🤣🤣👉👉 ",Neutro
2022-07-31 17:47:44+00:00,1553799585583271936,Simone,   mdb só a ratalhada igual o pt,Neutro
2022-07-31 17:46:48+00:00,1553799354556760064,Simone,"simone tebet comete gafe em evento de campanha e redes não perdoam, romeu zuma 🤣🤣🤣🤣🤣🤣😘😘😘🤣🤣 (veja o vídeo) ",Neutro
2022-07-31 17:43:12+00:00,1553798445277892609,Simone, se são eleitores da simone tebet só podem rejeitar bolsonaro. não parece óbvio?!,Neutro
2022-07-31 17:43:01+00:00,1553798400239407107,Simone," repúdio contra bolsonaro, é fake news! simone tebet não tem eleitores, portanto, não tem a quem repudiar. já somos mais de 100 milhões de ",Negativo
2022-07-31 17:40:59+00:00,1553797888198811649,Simone,"  as mulheres ricas estão tranquilas, amada?",Neutro
2022-07-31 17:37:29+00:00,1553797005922766855,Simone,     vou de ☝️✌️✅️ ,Neutro
2022-07-31 17:35:37+00:00,1553796538660540417,Simone,  quando começou a pensar em se candidatar para presidente tentou maquiar as atitudes.,Neutro
2022-07-31 17:35:18+00:00,1553796457748221953,Simone,   cpi do circo,Neutro
2022-07-31 17:34:31+00:00,1553796260527685637,Simone," concordo. mal posso esperar por janeiro quando voltaremos a ter presidente. que por sinal será qualquer um menos bolsonaro, né verdade? afinal, ele perde até para a simone tebet.",Neutro
2022-07-31 17:32:53+00:00,1553795851310534657,Simone,quanto tempo até a simone tebet e o ciro anunciarem desistência e apoio ao ex condenado e ex presidiário?,Neutro
2022-07-31 17:29:46+00:00,1553795065365106692,Simone,  é bom pra simone tebet,Neutro
2022-07-31 17:29:14+00:00,1553794933013766146,Simone,ainda dá tempo de simone tebet ser ministra do lula,Neutro
2022-07-31 17:28:17+00:00,1553794694282371074,Simone, ainda bem que paulo guedes mostrou a cara do liberalismo cruel. agora sabemos quem é a favor do brasil e quem é contra. simone tebet é contra o brasil. essa landau joga a favor da casa grande.,Positivo
2022-07-31 17:25:50+00:00,1553794077115748353,Simone,"que da simone tebet! elena landau  começou a definir: pedro passos,  vanessa canado. o melhor que o brasil poderia ter! vamos aos segundo turno.  ",Neutro
2022-07-31 17:24:54+00:00,1553793840796016641,Simone,"  só começou a aparentar ter traços de gente de 2021 pra cá, antes era tão escrota quanto o atual governo",Neutro
2022-07-31 17:24:18+00:00,1553793689763434497,Simone, já empatada com simone tebet com zero reais parabéns a candidata! 🤭,Neutro
2022-07-31 17:24:12+00:00,1553793663414714368,Simone," onde vivem, onde moram, o que fazem os eleitores da simone tebet 🤣🤣🤣🤣",Neutro
2022-07-31 17:22:05+00:00,1553793132004876289,Simone, por q n ao governo? o podemos deveria apoiar simone tebet para presidente!,Neutro
2022-07-31 17:18:27+00:00,1553792218942644224,Simone,     o homem tá aí na lista! ,Neutro
2022-07-31 17:18:01+00:00,1553792109081157632,Simone,simone tebet e ciro gomes assinam carta ‘em defesa da democracia’ ,Neutro
2022-07-31 17:16:51+00:00,1553791815479959553,Simone,mdb tenta salvar eleição trocando simone tebet por michel temer  via ,Neutro
2022-07-31 17:15:28+00:00,1553791469315571713,Simone, aplausos!!certissima!!!,Neutro
2022-07-31 17:13:44+00:00,1553791030394241026,Simone,  mais engraçado é a senhora falando no ouvido da  🤣,Negativo
2022-07-31 17:12:49+00:00,1553790802362605568,Simone,     ciro,Neutro
2022-07-31 17:12:44+00:00,1553790777398001665,Simone,"   sei defender mulheres,  como fez naquela cpi da covid/circo?",Positivo
2022-07-31 17:11:48+00:00,1553790544597368834,Simone,      ,Neutro
2022-07-31 17:11:24+00:00,1553790442587693057,Simone,então 25 anos de      2 duas vezes  2 vezes estes são presidentes não fizeram nada e o  firam responsáveis pela roubalheira e no  3 anos fez muito mais todos não seja hipócrita simone tebet  ,Negativo
2022-07-31 17:11:23+00:00,1553790438242385920,Simone,     ciro gomes,Neutro
2022-07-31 17:10:55+00:00,1553790320244137990,Simone,"  e ela, covardemente, fica em cima do muro...e ainda tem a cara de pau de falar que mulher vota em mulher...",Neutro
2022-07-31 17:09:29+00:00,1553789959743619073,Simone,"  eu voto     e para estadual, já que não consegui me candidatar, devo votar em ana carolina serra.",Neutro
2022-07-31 17:08:57+00:00,1553789826679377923,Simone,"   bonito, mas gastando 300 pau do pagador de impostos por mês em ads",Neutro
2022-07-31 17:08:48+00:00,1553789789056507904,Simone,"   não é não! ela simplesmente representa o atraso. jamais votaria nela. nem aqui em ms para qualquer cargo e sequer para presidente. não tem nenhuma condição, nem política, nem administrativa.",Neutro
2022-07-31 17:08:01+00:00,1553789593329324032,Simone,muito boa definição do que representa a candidatura de simone tebet. a campanha começa agora e para nossa simone indo muito bem.  ,Neutro
2022-07-31 17:03:31+00:00,1553788461932503040,Simone,zuma ou suma??? 😂😂😂😂 um fracasso para as mulheres do brasil ,Neutro
2022-07-31 17:02:42+00:00,1553788254528356353,Simone," a mesma pergunta foi feita em relação a lula ou o unico objetivo é desmerecer bolsonaro?pode-se entender então que simone tebet e seus ""eleitores"", irão apoiar o ladrão lula em caso de um 2.o turno?muito inteligente, democratico,",Neutro
2022-07-31 17:01:48+00:00,1553788027368927232,Simone,mdb tenta salvar eleição trocando simone tebet por michel temer ,Neutro
2022-07-31 17:00:36+00:00,1553787724548788224,Simone,"   nunca esquecerei da postura dessa simone em relação às mulheres doutoras que foram esculachadas na cpi circense que a tebet fez parte. agora do a simone será ""esculachadas na urnas"". derrotada e descontrolada.",Neutro
